Code enseig.,Activité,Jour,Heure début,Heure fin,Semaine,Type créneau,Lib. créneau
MTX2,TD,Mercredi,14:15,16:15,,T,
MU01,TD,Vendredi,10:15,12:15,,D,
MU03,TD,Jeudi,10:15,12:15,,D,
NF02,Cours,Lundi,16:30,18:00,,C,
NF02,TD,Mercredi,08:00,10:00,,D,1
NF02,TD,Jeudi,16:30,18:30,,D,2
NF02,TP,Mercredi,10:15,12:15,A,T,1
NF02,TP,Mercredi,10:15,12:15,B,T,1
NF02,TP,Vendredi,08:00,10:00,A,T,2
NF02,TP,Vendredi,08:00,10:00,B,T,2
NF04,Cours,Mercredi,10:15,12:15,,C,
NF04,TD,Lundi,16:30,18:30,,D,1
NF04,TD,Jeudi,10:15,12:15,,D,2
NF04,TD,Jeudi,14:15,16:15,,D,3
NF05,TD,Lundi,08:00,12:00,,D,1
NF05,TD,Vendredi,14:30,18:30,,D,10
NF05,TD,Lundi,14:15,18:15,,D,2
NF05,TD,Mardi,08:00,12:00,,D,3
NF05,TD,Mardi,14:15,18:15,,D,4
NF05,TD,Mercredi,08:00,12:00,,D,5
NF05,TD,Mercredi,14:15,18:15,,D,6
NF05,TD,Jeudi,08:00,12:00,,D,7
NF05,TD,Jeudi,14:15,18:15,,D,8
NF05,TD,Vendredi,08:00,12:00,,D,9
NF16,Cours,Lundi,16:30,18:30,,C,
NF16,TD,Mercredi,08:00,10:00,,D,1
NF16,TD,Mercredi,16:30,18:30,,D,2
NF16,TD,Jeudi,10:15,12:15,,D,3
NF16,TD,Jeudi,08:00,10:00,,D,4
NF16,TP,Mardi,08:00,10:00,B,T,1
NF16,TP,Mardi,08:00,10:00,A,T,1
NF16,TP,Mardi,10:15,12:15,A,T,2
NF16,TP,Mardi,10:15,12:15,B,T,2
NF16,TP,Vendredi,08:00,10:00,A,T,3
NF16,TP,Vendredi,08:00,10:00,B,T,3
NF16,TP,Vendredi,10:15,12:15,,T,4
NF16,TP,Vendredi,10:15,12:15,,T,5
NF18,Cours,Jeudi,08:00,10:00,,C,
NF18,TD,Lundi,10:15,13:15,,D,1
NF18,TD,Lundi,13:15,16:15,,D,2
NF18,TD,Mercredi,10:15,13:15,,D,3
NF22,Cours,Vendredi,08:30,10:00,,C,
NF22,TD,Lundi,08:00,10:00,,D,1
NF22,TD,Mardi,10:15,12:15,,D,2
NF22,TD,Mardi,14:15,16:15,,D,3
NF22,TD,Jeudi,08:00,10:00,,D,4
NF22,TD,Jeudi,14:15,16:15,,D,5
NF22,TD,Vendredi,10:15,12:15,,D,6
NF22,TP,Lundi,10:15,12:15,,T,1
NF22,TP,Mardi,08:00,10:00,,T,2
NF22,TP,Mardi,16:30,18:30,,T,3
NF22,TP,Mercredi,08:00,10:00,,T,4
NF22,TP,Mercredi,16:30,18:30,,T,5
NF22,TP,Vendredi,14:15,16:15,,T,6
NF23,TD,Lundi,08:00,12:00,,D,
NF92,Cours,Mercredi,16:30,18:30,,C,
NF92,TD,Mercredi,08:00,10:00,,D,1
NF92,TD,Jeudi,08:00,10:00,,D,2
NF92,TD,Vendredi,08:00,10:00,,D,3
NF92,TP,Mercredi,10:15,12:15,B,T,1
NF92,TP,Mercredi,10:15,12:15,A,T,1
NF92,TP,Jeudi,10:15,12:15,A,T,2
NF92,TP,Jeudi,10:15,12:15,B,T,2
NF92,TP,Vendredi,10:15,12:15,B,T,3
NF92,TP,Vendredi,10:15,12:15,A,T,3
NF93,Cours,Lundi,08:00,10:00,,C,
NF93,TD,Mercredi,08:00,10:00,,D,1
NF93,TD,Jeudi,08:00,10:00,,D,2
NF93,TD,Jeudi,10:15,12:15,,D,3
NF93,TD,Vendredi,10:15,12:15,,D,4
PH01,Cours,Mardi,09:00,10:00,,C,
PH01,TD,Mardi,10:15,12:15,,D,
PH03,Cours,Mardi,10:15,12:15,,C,
PH03,TD,Mardi,13:00,14:00,,D,1
PH03,TD,Mardi,14:15,15:15,,D,2
PH04,Cours,Mardi,10:15,12:15,,C,
PH04,TD,Mardi,14:15,15:15,,D,1
PH04,TD,Mardi,15:15,16:15,,D,2
PH09,Cours,Lundi,14:15,16:15,,C,
PH09,TD,Lundi,13:00,14:00,,D,1
PH09,TD,Lundi,16:30,17:30,,D,2
PH11,Cours,Mercredi,09:00,10:00,,C,
PH11,TD,Mercredi,10:15,12:15,,D,
PS04,Cours,Mercredi,08:00,10:00,,C,
PS04,TD,Mardi,08:00,10:00,,D,
PS04,TP,Lundi,14:30,18:30,B,T,
PS04,TP,Lundi,14:30,18:30,A,T,
PS12,Cours,Lundi,14:15,16:15,,C,
PS12,TD,Lundi,16:30,18:30,,D,
PS13,Cours,Mardi,08:00,10:00,,C,
PS13,TD,Vendredi,13:00,16:00,,D,
PS15,Cours,Mercredi,10:15,12:15,,C,
PS15,TD,Jeudi,08:00,10:00,,D,1
PS15,TD,Jeudi,10:15,12:15,,D,2
PS15,TD,Jeudi,14:15,16:15,,D,3
PS15,TD,Vendredi,10:15,12:15,,D,4
PS21,Cours,Vendredi,14:30,16:00,,C,
PS21,TD,Lundi,08:00,11:00,,D,1
PS21,TD,Lundi,13:15,16:15,,D,2
PS21,TD,Lundi,16:30,19:30,,D,3
PS21,TD,Mardi,08:00,11:00,,D,4
PS21,TD,Mercredi,13:15,16:15,,D,5
PS21,TD,Mercredi,16:30,19:30,,D,6
PS21,TD,Jeudi,08:00,11:00,,D,7
PS21,TD,Jeudi,16:30,19:30,,D,8
PS22,Cours,Lundi,10:15,12:15,,C,
PS22,TD,Mardi,10:15,12:15,,D,1
PS22,TD,Mercredi,08:00,10:00,,D,2
PS22,TD,Mercredi,10:15,12:15,,D,3
PS22,TD,Jeudi,14:15,16:15,,D,4
PS22,TD,Vendredi,08:00,10:00,,D,5
PS23,Cours,Lundi,08:00,10:00,,C,
PS23,TD,Mardi,14:15,16:15,,D,
PS90,Cours,Mardi,16:30,18:30,,C,
PS93,Cours,Mardi,14:15,16:15,,C,
PS93,TD,Lundi,08:00,11:00,,D,1
PS93,TD,Lundi,16:30,19:30,,D,2
PS93,TD,Mercredi,16:30,19:30,,D,3
PS93,TD,Vendredi,08:00,11:00,,D,4
PS93,TP,Mercredi,08:00,11:00,,T,1
PS93,TP,Mercredi,08:00,11:00,,T,2
PS93,TP,Mercredi,13:00,16:00,,T,3
PS93,TP,Mercredi,13:00,16:00,,T,4
PS93,TP,Jeudi,08:00,11:00,,T,5
PS93,TP,Jeudi,08:00,11:00,,T,6
PS93,TP,Jeudi,13:15,16:15,,T,7
PS93,TP,Jeudi,13:15,16:15,,T,8
PS93,TP,Lundi,13:00,16:00,,T,9
RO05,Cours,Jeudi,08:00,10:00,,C,
RO05,TD,Jeudi,10:15,12:15,,D,
RO06,Cours,Lundi,08:00,10:00,,C,
RO06,TD,Lundi,10:15,12:15,,D,
RV01,Cours,Jeudi,10:15,12:15,,C,
RV01,TD,Vendredi,14:15,16:15,,D,
SA12,TD,Jeudi,13:15,16:15,,D,1
SA12,TD,Jeudi,16:30,19:30,,D,2
SC11,Cours,Lundi,13:00,14:00,,C,
SC11,TD,Lundi,14:15,16:15,,D,
SC12,Cours,Mercredi,14:15,16:15,,C,
SC12,TD,Mercredi,16:30,17:30,,D,1
SC12,TD,Mercredi,17:30,18:30,,D,2
SC21,Cours,Mardi,14:15,16:15,,C,
SC21,TD,Mardi,16:30,17:30,,D,1
SC21,TD,Mardi,17:30,18:30,,D,2
SC22,Cours,Mardi,13:00,14:00,,C,
SC22,TD,Mardi,14:15,16:15,,D,
SC23,Cours,Mardi,13:00,14:00,,C,
SC23,TD,Mardi,14:15,16:15,,D,
SC25,Cours,Mardi,13:00,14:00,,C,
SC25,TD,Mardi,14:15,16:15,,D,1
SC25,TD,Mardi,16:30,18:30,,D,2
SC27,Cours,Mardi,13:00,14:00,,C,
SC27,TD,Mardi,14:15,16:15,,D,
SF01,TD,Mardi,14:30,16:00,,D,1
SF01,TD,Mardi,16:30,18:00,,D,2
SF02,TD,Mardi,14:30,16:00,,D,1
SF02,TD,Mardi,16:30,18:00,,D,2
SH01,Cours,Vendredi,13:00,14:00,,C,
SH01,TD,Vendredi,14:15,16:15,,D,1
SH01,TD,Vendredi,16:30,18:30,,D,2
SH03,Cours,Vendredi,13:00,14:00,,C,
SH03,TD,Vendredi,08:00,10:00,,D,
SH06,Cours,Mercredi,09:00,10:00,,C,
SH06,TD,Mercredi,10:15,12:15,,D,
SH07,Cours,Mercredi,10:15,11:15,,C,
SH07,TD,Mercredi,11:15,13:15,,D,1
SH07,TD,Mercredi,14:15,16:15,,D,2
SH10,Cours,Vendredi,13:00,14:00,,C,
SH10,TD,Vendredi,14:15,16:15,,D,1
SH10,TD,Vendredi,16:30,18:30,,D,2
SH26,Cours,Mercredi,10:15,11:15,,C,
SH26,TD,Mercredi,11:15,13:15,,D,
SH30,Cours,Vendredi,13:00,14:00,,C,
SH30,TD,Vendredi,14:15,16:15,,D,1
SH30,TD,Vendredi,16:30,18:30,,D,2
SH40,Cours,Vendredi,14:15,15:15,,C,
SH40,TD,Vendredi,15:15,17:15,,D,
SI02,Cours,Vendredi,09:00,10:00,,C,
SI02,TD,Vendredi,10:15,12:15,,D,1
SI02,TD,Vendredi,14:15,16:15,,D,2
SI02,TD,Vendredi,16:30,18:30,,D,3
SI11,TD,Lundi,10:15,13:15,,D,1
SI11,TD,Lundi,10:15,13:15,,D,2
SI11,TD,Lundi,13:15,16:15,,D,3
SI11,TD,Lundi,13:15,16:15,,D,4
SI11,TD,Mardi,13:15,16:15,,D,5
SI11,TD,Mardi,16:30,19:30,,D,6
SI20,Cours,Mercredi,13:00,14:00,,C,
SI20,TD,Mercredi,14:15,16:15,,D,1
SI20,TD,Mercredi,16:30,18:30,,D,2
SI24,Cours,Vendredi,09:00,10:00,,C,
SI24,TD,Lundi,14:15,16:15,,D,1
SI24,TD,Vendredi,10:15,12:15,,D,2
SO04,Cours,Lundi,13:00,14:00,,C,
SO04,TD,Lundi,10:15,12:15,,D,1
SO04,TD,Lundi,14:15,16:15,,D,2
SO05,Cours,Mardi,13:00,14:00,,C,
SO05,TD,Mardi,14:15,16:15,,D,1
SO05,TD,Mardi,16:30,18:30,,D,2
SO08,Cours,Mardi,13:00,14:00,,C,
SO08,TD,Mardi,14:15,16:15,,D,1
SO08,TD,Mardi,16:30,18:30,,D,2
SP01,Cours,Mardi,10:15,12:15,,C,
SP01,TD,Lundi,14:15,16:15,,D,1
SP01,TD,Mardi,14:15,16:15,,D,2
SP22,Cours,Lundi,10:15,12:15,,C,
SP22,TD,Lundi,14:15,16:15,,D,1
SP22,TD,Lundi,16:30,18:30,,D,2
SR01,Cours,Lundi,14:15,16:15,,C,
SR01,TD,Lundi,16:30,18:30,,D,1
SR01,TD,Mardi,16:30,18:30,,D,2
SR01,TD,Mercredi,08:00,10:00,,D,3
SR01,TD,Vendredi,10:15,12:15,,D,4
SR01,TD,Mercredi,10:15,12:15,,D,5
SR04,Cours,Lundi,16:30,19:30,,C,
SR04,TD,Jeudi,14:15,16:15,,D,1
SR04,TD,Jeudi,16:30,18:30,,D,2
SR07,Cours,Vendredi,10:15,12:15,,C,
SR07,TD,Vendredi,16:30,19:30,,D,
SR08,Cours,Jeudi,08:00,10:00,,C,
SR08,TD,Samedi,08:00,11:00,,D,
SU01,Cours,Mardi,08:00,10:00,,C,
SU01,TD,Mardi,10:15,12:15,,D,1
SU01,TD,Mardi,14:15,16:15,,D,2
SU01,TD,Mardi,16:30,18:30,,D,3
SV01,Cours,Mercredi,14:15,16:15,,C,
SV01,TD,Mardi,14:15,16:15,,D,1
SV01,TD,Mercredi,10:15,12:15,,D,2
SV01,TD,Mercredi,16:30,18:30,,D,3
SV01,TP,Lundi,14:15,18:15,A,T,1
SV01,TP,Lundi,14:15,18:15,B,T,1
SV01,TP,Mardi,08:00,12:00,A,T,2
SV01,TP,Mardi,08:00,12:00,B,T,2
SV01,TP,Jeudi,14:15,18:15,B,T,3
SV01,TP,Jeudi,14:15,18:15,A,T,3
SY01,Cours,Mardi,10:15,12:15,,C,
SY01,TD,Lundi,10:15,12:15,,D,1
SY01,TD,Jeudi,14:15,16:15,,D,2
SY02,Cours,Mardi,08:00,10:00,,C,
SY02,TD,Mardi,16:30,18:30,,D,1
SY02,TD,Mercredi,10:15,12:15,,D,2
SY02,TD,Mercredi,14:15,16:15,,D,3
SY02,TD,Jeudi,08:00,10:00,,D,4
SY02,TD,Jeudi,14:15,16:15,,D,5
SY02,TP,Lundi,14:15,16:15,B,T,1
SY02,TP,Lundi,14:15,16:15,A,T,1
SY02,TP,Mercredi,08:00,10:00,B,T,2
SY02,TP,Mercredi,08:00,10:00,A,T,2
SY02,TP,Vendredi,16:30,18:30,,T,3
SY03,Cours,Jeudi,08:00,10:00,,C,
SY03,TD,Mardi,08:00,10:00,,D,1
SY03,TD,Jeudi,16:30,18:30,,D,2
SY03,TD,Vendredi,08:00,10:00,,D,3
SY03,TP,Lundi,08:00,12:00,B,T,1
SY03,TP,Lundi,08:00,12:00,A,T,1
SY03,TP,Mardi,14:30,18:30,A,T,2
SY03,TP,Mardi,14:30,18:30,B,T,2
SY03,TP,Mercredi,08:00,12:00,A,T,3
SY03,TP,Mercredi,08:00,12:00,B,T,3
SY05,Cours,Jeudi,08:00,10:00,,C,
SY05,TD,Jeudi,10:15,12:15,,D,
SY06,Cours,Mardi,14:15,16:15,,C,
SY06,TD,Jeudi,10:15,12:15,,D,1
SY06,TD,Jeudi,14:15,16:15,,D,2
SY06,TD,Vendredi,14:15,16:15,,D,3
SY06,TP,Lundi,10:15,13:15,A,T,1
SY06,TP,Lundi,10:15,13:15,B,T,1
SY06,TP,Mardi,16:30,19:30,B,T,2
SY06,TP,Mardi,16:30,19:30,A,T,2
SY06,TP,Mercredi,10:15,13:15,B,T,3
SY06,TP,Mercredi,10:15,13:15,A,T,3
SY08,Cours,Jeudi,16:30,18:30,,C,
SY08,TD,Mercredi,16:30,18:30,,D,1
SY08,TD,Jeudi,08:00,10:00,,D,2
SY08,TD,Mercredi,10:15,12:15,,D,3
SY08,TP,Lundi,16:30,18:30,A,T,1
SY08,TP,Lundi,16:30,18:30,B,T,1
SY08,TP,Mardi,16:30,18:30,B,T,2
SY08,TP,Mardi,16:30,18:30,A,T,2
SY08,TP,Mardi,08:00,10:00,,T,3
SY08,TP,Mardi,08:00,10:00,,T,4
SY10,Cours,Mardi,16:30,18:30,,C,
SY10,TD,Jeudi,14:15,16:15,,D,
SY10,TP,Jeudi,16:30,18:30,,T,1
SY10,TP,Jeudi,16:30,18:30,,T,2
SY14,Cours,Jeudi,10:15,12:15,,C,
SY14,TD,Jeudi,14:15,16:15,,D,
SY14,TP,Lundi,08:00,12:00,B,T,
SY14,TP,Lundi,08:00,12:00,A,T,
SY19,Cours,Mercredi,08:00,10:00,,C,
SY19,TD,Mardi,10:15,12:15,,D,1
SY19,TD,Mercredi,10:15,12:15,,D,2
SY27,Cours,Mercredi,14:15,16:15,,C,
SY27,TD,Jeudi,14:30,18:30,,D,
SY28,Cours,Mardi,10:15,12:15,,C,
SY28,TD,Mardi,14:15,16:15,,D,
SY28,TP,Vendredi,14:15,16:15,,T,
SY98,Cours,Lundi,10:30,12:00,,C,
SY98,Cours,Mardi,10:30,12:00,,C,
SY98,TD,Lundi,08:00,10:00,,D,
SY98,TD,Mardi,14:15,16:15,,T,
TA02,Cours,Vendredi,14:15,16:15,,C,
TA02,TD,Vendredi,16:30,18:30,,D,
TA03,Cours,Mercredi,08:00,12:00,,C,
TF01,Cours,Mardi,10:15,12:15,,C,
TF01,TD,Lundi,08:00,10:00,,D,1
TF01,TD,Lundi,14:15,16:15,,D,2
TF01,TD,Mardi,08:00,10:00,,D,3
TF01,TD,Jeudi,08:00,10:00,,D,4
TF01,TD,Jeudi,10:15,12:15,,D,5
TF01,TD,Vendredi,08:00,10:00,,D,6
TF01,TP,Lundi,16:30,19:30,A,T,1
TF01,TP,Lundi,16:30,19:30,B,T,1
TF01,TP,Mardi,13:00,16:00,B,T,2
TF01,TP,Mardi,13:00,16:00,A,T,2
TF01,TP,Mardi,16:30,19:30,A,T,3
TF01,TP,Mardi,16:30,19:30,B,T,3
TF01,TP,Mercredi,13:00,16:00,,T,4
TF01,TP,Mercredi,16:30,19:30,A,T,5
TF01,TP,Mercredi,16:30,19:30,B,T,5
TF01,TP,Jeudi,13:00,16:00,A,T,6
TF01,TP,Jeudi,13:00,16:00,B,T,6
TF01,TP,Vendredi,13:00,16:00,B,T,7
TF01,TP,Vendredi,13:00,16:00,A,T,7
TF06,Cours,Mercredi,08:00,10:00,,C,
TF06,TD,Lundi,08:00,10:00,,D,1
TF06,TD,Lundi,10:15,12:15,,D,2
TF06,TD,Vendredi,10:15,12:15,,D,3
TF06,TD,Vendredi,14:15,16:15,,D,4
TF06,TD,Vendredi,16:30,18:30,,D,5
TF11,Cours,Mercredi,10:15,12:15,,C,
TF11,TD,Jeudi,10:15,12:15,,D,1
TF11,TD,Jeudi,14:15,16:15,,D,2
TF11,TD,Vendredi,08:00,10:00,,D,3
TH02,Cours,Mardi,08:00,10:00,,C,
TH02,TD,Mardi,10:15,12:15,,D,
TH04,Cours,Vendredi,08:00,10:00,,C,
TH04,TD,Vendredi,10:15,12:15,,D,
TM02,TD,Vendredi,08:00,10:00,,D,
TM02,TP,Vendredi,10:15,12:15,,T,
TN01,Cours,Vendredi,16:45,17:45,,C,
TN01,TD,Lundi,08:00,11:00,,D,1
TN01,TD,Vendredi,13:00,16:00,,D,10
TN01,TD,Mardi,16:30,19:30,,D,11
TN01,TD,Lundi,13:00,16:00,,D,2
TN01,TD,Lundi,16:30,19:30,,D,3
TN01,TD,Mardi,08:00,11:00,,D,4
TN01,TD,Mardi,13:00,16:00,,D,5
TN01,TD,Mercredi,08:00,11:00,,D,6
TN01,TD,Mercredi,13:00,16:00,,D,7
TN01,TD,Mercredi,16:30,19:30,,D,8
TN01,TD,Jeudi,13:00,16:00,,D,9
TN02,Cours,Lundi,14:15,15:15,,C,
TN02,TD,Lundi,08:00,11:00,,D,1
TN02,TD,Lundi,16:30,19:30,,D,2
TN02,TD,Mercredi,13:15,16:15,,D,3
TN02,TD,Jeudi,13:15,16:15,,D,4
TN02,TD,Jeudi,16:30,19:30,,D,5
TN02,TD,Vendredi,08:00,11:00,,D,6
TN03,Cours,Mardi,16:30,17:30,,C,
TN03,TD,Mardi,08:00,09:00,,D,1
TN03,TD,Mardi,09:00,10:00,,D,2
TN03,TD,Vendredi,14:15,15:15,,D,3
TN03,TD,Vendredi,15:15,16:15,,D,4
TN03,TP,Mercredi,08:00,12:00,,T,1
TN03,TP,Mercredi,14:15,18:15,,T,2
TN06,Cours,Lundi,16:30,18:30,,C,
TN06,TD,Mardi,08:00,10:00,,D,1
TN06,TD,Mercredi,14:15,16:15,,D,2
TN06,TP,Jeudi,14:15,18:15,A,T,1
TN06,TP,Jeudi,14:15,18:15,B,T,1
TN06,TP,Vendredi,08:00,12:00,B,T,2
TN06,TP,Vendredi,08:00,12:00,A,T,2
TN08,Cours,Mardi,14:15,16:15,,C,
TN08,TP,Mardi,16:30,18:30,,T,
TN12,Cours,Lundi,14:15,15:45,,C,
TN12,TD,Mardi,14:30,18:30,,D,1
TN12,TD,Mercredi,14:30,18:30,,D,2
TN12,TD,Vendredi,08:00,12:00,,D,3
TN14,Cours,Lundi,14:15,16:15,,C,
TN14,TD,Lundi,16:30,18:00,,D,
TN15,Cours,Jeudi,13:15,16:15,,C,
TN20,Cours,Vendredi,16:30,18:00,,C,
TN20,TD,Lundi,14:15,18:15,,D,1
TN20,TD,Mardi,08:00,12:00,,D,2
TN20,TD,Mardi,14:15,18:15,,D,3
TN20,TD,Mercredi,08:00,12:00,,D,4
TN20,TD,Mercredi,14:30,18:30,,D,5
TN20,TD,Jeudi,08:00,12:00,,D,6
TN21,Cours,Mardi,14:15,16:15,,C,
TN21,TD,Vendredi,14:15,16:15,,D,
TN22,Cours,Lundi,14:30,16:00,,C,
TN22,TD,Mardi,08:00,12:00,,D,1
TN22,TD,Mercredi,08:00,12:00,,D,2
TN22,TD,Vendredi,08:00,12:00,,D,3
TN23,Cours,Mercredi,08:00,10:00,,C,
TN23,TD,Lundi,16:30,18:30,,D,1
TN23,TD,Mardi,10:15,12:15,,D,2
TN23,TD,Vendredi,10:15,12:15,,D,3
TN23,TP,Lundi,08:00,12:00,B,T,1
TN23,TP,Lundi,08:00,12:00,A,T,1
TN23,TP,Mercredi,14:30,18:30,A,T,2
TN23,TP,Mercredi,14:30,18:30,B,T,2
TN23,TP,Jeudi,08:00,12:00,B,T,3
TN23,TP,Jeudi,08:00,12:00,A,T,3
TN25,Cours,Vendredi,10:15,11:45,,C,
TN25,TD,Jeudi,08:00,12:00,,D,
TR91,Cours,Jeudi,16:30,18:30,,C,
TR91,TD,Mercredi,10:15,12:15,,D,
TS02,Cours,Lundi,14:15,16:15,,C,
TS02,TD,Lundi,16:30,18:30,,D,
TSN1,Cours,Mardi,10:15,12:15,,C,
TSN1,TD,Mercredi,14:15,16:15,,D,1
TSN1,TD,Mercredi,16:30,18:30,,D,2
UB02,Cours,Vendredi,08:00,10:00,,C,
UB02,TD,Vendredi,10:15,12:15,,D,
UB09,Cours,Lundi,10:15,12:15,,C,
UB09,TD,Lundi,14:15,16:15,,D,1
UB09,TD,Lundi,16:30,18:30,,D,2
UB09,TP,Mardi,14:30,18:30,B,T,1
UB09,TP,Mardi,14:30,18:30,A,T,1
UB09,TP,Vendredi,08:00,12:00,B,T,2
UB09,TP,Vendredi,08:00,12:00,A,T,2
UR02,Cours,Vendredi,14:15,16:15,,C,
UR02,TD,Mercredi,14:15,16:15,,D,1
UR02,TD,Vendredi,08:00,10:00,,D,2
UR02,TD,Vendredi,10:15,12:15,,D,3
UR02,TD,Vendredi,16:30,18:30,,D,4
UR02,TD,Mardi,16:30,18:30,,D,5
UR03,Cours,Mercredi,16:30,18:30,,C,
UR03,TD,Mercredi,08:00,10:00,,D,1
UR03,TD,Mercredi,14:15,16:15,,D,2
UR06,Cours,Mercredi,14:15,16:15,,C,
UR06,TD,Mercredi,08:00,10:00,,D,1
UR06,TD,Mercredi,10:15,12:15,,D,2
UR07,Cours,Vendredi,14:15,16:15,,C,
UR07,TD,Vendredi,16:30,18:30,,D,
UT01,Cours,Mardi,14:30,16:00,,C,
UT01,TD,Mardi,16:30,18:30,,D,
WE01,Cours,Mercredi,13:00,14:00,,C,
WE01,TD,Mercredi,14:15,16:15,,D,1
WE01,TD,Mercredi,16:30,18:30,,D,2
WE01,TD,Mercredi,10:15,12:15,,D,3
